id,emp_id,employee_name,department_name,payrun_name,period_start,period_end,gross_amount,deduction_amount,net_amount,payslip_status,payrun_status,sent_at,created_at
"3679","EMP-8B4D44","Sanjay Bose","Human Resources","September 2026 Payroll","2026-08-31T18:30:00.000Z","2026-09-29T18:30:00.000Z","76800.00","5960.00","70840.00","Generated","Computed","2026-09-05T19:40:34.230Z","2026-09-05T16:15:49.802Z"
"3677","EMP-ECD855","Naveen Bansal","Human Resources","September 2026 Payroll","2026-08-31T18:30:00.000Z","2026-09-29T18:30:00.000Z","76000.00","5900.00","70100.00","Generated","Computed","2026-09-05T19:40:28.718Z","2026-09-05T16:15:49.200Z"
"3675","EMP-12F541","Ananya Kaur","Human Resources","September 2026 Payroll","2026-08-31T18:30:00.000Z","2026-09-29T18:30:00.000Z","75200.00","5840.00","69360.00","Generated","Computed","2026-09-05T19:40:23.181Z","2026-09-05T16:15:48.592Z"
"3673","EMP-3BCB82","Neha Kulkarni","Engineering","September 2026 Payroll","2026-08-31T18:30:00.000Z","2026-09-29T18:30:00.000Z","74400.00","5780.00","68620.00","Generated","Computed","2026-09-05T19:39:56.058Z","2026-09-05T16:15:48.065Z"
"3672","EMP-237A46","Pooja Gupta","Marketing & Sales","September 2026 Payroll","2026-08-31T18:30:00.000Z","2026-09-29T18:30:00.000Z","73600.00","5720.00","67880.00","Generated","Computed","2026-09-05T19:39:50.527Z","2026-09-05T16:15:47.525Z"
"3670","EMP-007415","Siddharth Banerjee","Engineering","September 2026 Payroll","2026-08-31T18:30:00.000Z","2026-09-29T18:30:00.000Z","72800.00","5660.00","67140.00","Generated","Computed","2026-09-05T19:39:21.535Z","2026-09-05T16:15:46.919Z"
"3668","EMP-EBBBB3","Siddharth Joshi","Human Resources","September 2026 Payroll","2026-08-31T18:30:00.000Z","2026-09-29T18:30:00.000Z","72000.00","5600.00","66400.00","Generated","Computed","2026-09-05T19:39:13.036Z","2026-09-05T16:15:46.327Z"
"3666","EMP-B39B2F","Vivaan Chauhan","Marketing & Sales","September 2026 Payroll","2026-08-31T18:30:00.000Z","2026-09-29T18:30:00.000Z","71200.00","5540.00","65660.00","Generated","Computed","2026-09-05T19:39:05.470Z","2026-09-05T16:15:45.789Z"
"3664","EMP-2C41F3","Pooja Agarwal","Human Resources","September 2026 Payroll","2026-08-31T18:30:00.000Z","2026-09-29T18:30:00.000Z","70400.00","5480.00","64920.00","Generated","Computed","2026-09-05T19:38:59.041Z","2026-09-05T16:15:45.205Z"
"3662","EMP-352914","Varun Pillai","Marketing & Sales","September 2026 Payroll","2026-08-31T18:30:00.000Z","2026-09-29T18:30:00.000Z","69600.00","5420.00","64180.00","Generated","Computed","2026-09-05T19:38:53.692Z","2026-09-05T16:15:44.593Z"
"3660","EMP-07509A","Varun Shah","Human Resources","September 2026 Payroll","2026-08-31T18:30:00.000Z","2026-09-29T18:30:00.000Z","68800.00","5360.00","63440.00","Generated","Computed","2026-09-05T19:38:47.798Z","2026-09-05T16:15:43.969Z"
"3659","EMP-18B74E","Isha Sharma","Engineering","September 2026 Payroll","2026-08-31T18:30:00.000Z","2026-09-29T18:30:00.000Z","0.00","0.00","0.00","Draft","Draft","","2026-09-05T16:15:43.687Z"
"3657","EMP-A7011A","Meera Agarwal","Engineering","September 2026 Payroll","2026-08-31T18:30:00.000Z","2026-09-29T18:30:00.000Z","68000.00","5300.00","62700.00","Generated","Computed","2026-09-05T19:38:41.957Z","2026-09-05T16:15:43.443Z"
"3656","EMP-665750","Dev Yadav","Marketing & Sales","September 2026 Payroll","2026-08-31T18:30:00.000Z","2026-09-29T18:30:00.000Z","0.00","0.00","0.00","Draft","Draft","","2026-09-05T16:15:43.050Z"
"3654","EMP-18B74E","Isha Sharma","Engineering","September 2026 Payroll","2026-08-31T18:30:00.000Z","2026-09-29T18:30:00.000Z","0.00","0.00","0.00","Draft","Draft","","2026-09-05T16:15:43.049Z"
"3653","EMP-2B423B","Rohan Krishnan","Human Resources","September 2026 Payroll","2026-08-31T18:30:00.000Z","2026-09-29T18:30:00.000Z","67200.00","5240.00","61960.00","Generated","Computed","2026-09-05T19:38:14.809Z","2026-09-05T16:15:42.831Z"
"3651","EMP-03D313","Vivaan Chopra","Finance","September 2026 Payroll","2026-08-31T18:30:00.000Z","2026-09-29T18:30:00.000Z","0.00","0.00","0.00","Draft","Draft","","2026-09-05T16:15:42.446Z"
"3650","EMP-665750","Dev Yadav","Marketing & Sales","September 2026 Payroll","2026-08-31T18:30:00.000Z","2026-09-29T18:30:00.000Z","0.00","0.00","0.00","Draft","Draft","","2026-09-05T16:15:42.289Z"
"3649","EMP-A34F0C","Gaurav Chatterjee","Engineering","September 2026 Payroll","2026-08-31T18:30:00.000Z","2026-09-29T18:30:00.000Z","66400.00","5180.00","61220.00","Generated","Computed","2026-09-05T19:38:09.759Z","2026-09-05T16:15:42.104Z"
"3647","EMP-E0044B","Vivaan Bansal","Marketing & Sales","September 2026 Payroll","2026-08-31T18:30:00.000Z","2026-09-29T18:30:00.000Z","0.00","0.00","0.00","Draft","Draft","","2026-09-05T16:15:41.665Z"
"3646","EMP-03D313","Vivaan Chopra","Finance","September 2026 Payroll","2026-08-31T18:30:00.000Z","2026-09-29T18:30:00.000Z","0.00","0.00","0.00","Draft","Draft","","2026-09-05T16:15:41.347Z"
"3645","EMP-593F92","Ayaan Menon","Finance","September 2026 Payroll","2026-08-31T18:30:00.000Z","2026-09-29T18:30:00.000Z","65600.00","5120.00","60480.00","Generated","Computed","2026-09-05T19:38:04.634Z","2026-09-05T16:15:41.346Z"
"3643","EMP-EE0A11","Anjali Gupta","Marketing & Sales","September 2026 Payroll","2026-08-31T18:30:00.000Z","2026-09-29T18:30:00.000Z","0.00","0.00","0.00","Draft","Draft","","2026-09-05T16:15:40.891Z"
"3642","EMP-E0044B","Vivaan Bansal","Marketing & Sales","September 2026 Payroll","2026-08-31T18:30:00.000Z","2026-09-29T18:30:00.000Z","0.00","0.00","0.00","Draft","Draft","","2026-09-05T16:15:40.811Z"
"3641","EMP-33CA16","Rahul Sengupta","Human Resources","September 2026 Payroll","2026-08-31T18:30:00.000Z","2026-09-29T18:30:00.000Z","64800.00","5060.00","59740.00","Generated","Computed","2026-09-05T19:37:59.556Z","2026-09-05T16:15:40.678Z"
"3639","EMP-395314","Aarav Mishra","Engineering","September 2026 Payroll","2026-08-31T18:30:00.000Z","2026-09-29T18:30:00.000Z","0.00","0.00","0.00","Draft","Draft","","2026-09-05T16:15:40.262Z"
"3638","EMP-EE0A11","Anjali Gupta","Marketing & Sales","September 2026 Payroll","2026-08-31T18:30:00.000Z","2026-09-29T18:30:00.000Z","0.00","0.00","0.00","Draft","Draft","","2026-09-05T16:15:40.222Z"
"3637","EMP-63FFD0","Rahul Das","Finance","September 2026 Payroll","2026-08-31T18:30:00.000Z","2026-09-29T18:30:00.000Z","64000.00","5000.00","59000.00","Generated","Computed","2026-09-05T19:37:54.615Z","2026-09-05T16:15:40.077Z"
"3635","EMP-18B74E","Isha Sharma","Engineering","September 2026 Payroll","2026-08-31T18:30:00.000Z","2026-09-29T18:30:00.000Z","0.00","0.00","0.00","Draft","Draft","","2026-09-05T16:15:39.962Z"
"3634","EMP-C923B6","Reyansh Subramaniam","Marketing & Sales","September 2026 Payroll","2026-08-31T18:30:00.000Z","2026-09-29T18:30:00.000Z","0.00","0.00","0.00","Draft","Draft","","2026-09-05T16:15:39.710Z"
"3633","EMP-395314","Aarav Mishra","Engineering","September 2026 Payroll","2026-08-31T18:30:00.000Z","2026-09-29T18:30:00.000Z","0.00","0.00","0.00","Draft","Draft","","2026-09-05T16:15:39.703Z"
"3632","EMP-0C09F1","Reyansh Sharma","Human Resources","September 2026 Payroll","2026-08-31T18:30:00.000Z","2026-09-29T18:30:00.000Z","63200.00","4940.00","58260.00","Generated","Computed","2026-09-05T19:37:49.107Z","2026-09-05T16:15:39.545Z"
"3631","EMP-665750","Dev Yadav","Marketing & Sales","September 2026 Payroll","2026-08-31T18:30:00.000Z","2026-09-29T18:30:00.000Z","0.00","0.00","0.00","Draft","Draft","","2026-09-05T16:15:39.429Z"
"3629","EMP-AD155F","Karan Krishnan","Human Resources","September 2026 Payroll","2026-08-31T18:30:00.000Z","2026-09-29T18:30:00.000Z","0.00","0.00","0.00","Draft","Draft","","2026-09-05T16:15:39.088Z"
"3628","EMP-C923B6","Reyansh Subramaniam","Marketing & Sales","September 2026 Payroll","2026-08-31T18:30:00.000Z","2026-09-29T18:30:00.000Z","0.00","0.00","0.00","Draft","Draft","","2026-09-05T16:15:39.083Z"
"3627","EMP-E64FD0","Ananya Chopra","Human Resources","September 2026 Payroll","2026-08-31T18:30:00.000Z","2026-09-29T18:30:00.000Z","62400.00","4880.00","57520.00","Generated","Computed","2026-09-05T19:37:41.831Z","2026-09-05T16:15:38.956Z"
"3625","EMP-03D313","Vivaan Chopra","Finance","September 2026 Payroll","2026-08-31T18:30:00.000Z","2026-09-29T18:30:00.000Z","0.00","0.00","0.00","Draft","Draft","","2026-09-05T16:15:38.777Z"
"3624","EMP-3E483C","Divya Shah","Marketing & Sales","September 2026 Payroll","2026-08-31T18:30:00.000Z","2026-09-29T18:30:00.000Z","0.00","0.00","0.00","Draft","Draft","","2026-09-05T16:15:38.524Z"
"3623","EMP-AD155F","Karan Krishnan","Human Resources","September 2026 Payroll","2026-08-31T18:30:00.000Z","2026-09-29T18:30:00.000Z","0.00","0.00","0.00","Draft","Draft","","2026-09-05T16:15:38.518Z"
"3622","EMP-0DAABA","Neha Chatterjee","Finance","September 2026 Payroll","2026-08-31T18:30:00.000Z","2026-09-29T18:30:00.000Z","61600.00","4820.00","56780.00","Generated","Computed","2026-09-05T19:37:36.382Z","2026-09-05T16:15:38.415Z"
"3621","EMP-E0044B","Vivaan Bansal","Marketing & Sales","September 2026 Payroll","2026-08-31T18:30:00.000Z","2026-09-29T18:30:00.000Z","0.00","0.00","0.00","Draft","Draft","","2026-09-05T16:15:38.150Z"
"3619","EMP-86960E","Nisha Kapoor","Marketing & Sales","September 2026 Payroll","2026-08-31T18:30:00.000Z","2026-09-29T18:30:00.000Z","0.00","0.00","0.00","Draft","Draft","","2026-09-05T16:15:37.859Z"
"3618","EMP-3E483C","Divya Shah","Marketing & Sales","September 2026 Payroll","2026-08-31T18:30:00.000Z","2026-09-29T18:30:00.000Z","0.00","0.00","0.00","Draft","Draft","","2026-09-05T16:15:37.858Z"
"3617","EMP-769127","Simran Trivedi","Engineering","September 2026 Payroll","2026-08-31T18:30:00.000Z","2026-09-29T18:30:00.000Z","60800.00","4760.00","56040.00","Generated","Computed","2026-09-05T19:37:09.132Z","2026-09-05T16:15:37.839Z"
"3616","EMP-EE0A11","Anjali Gupta","Marketing & Sales","September 2026 Payroll","2026-08-31T18:30:00.000Z","2026-09-29T18:30:00.000Z","0.00","0.00","0.00","Draft","Draft","","2026-09-05T16:15:37.595Z"
"3614","EMP-86960E","Nisha Kapoor","Marketing & Sales","September 2026 Payroll","2026-08-31T18:30:00.000Z","2026-09-29T18:30:00.000Z","0.00","0.00","0.00","Draft","Draft","","2026-09-05T16:15:37.326Z"
"3613","EMP-28C386","Krishna Menon","Marketing & Sales","September 2026 Payroll","2026-08-31T18:30:00.000Z","2026-09-29T18:30:00.000Z","60000.00","4700.00","55300.00","Generated","Computed","2026-09-05T19:36:41.597Z","2026-09-05T16:15:37.325Z"
"3612","EMP-CAD3C8","Sanjay Subramaniam","Human Resources","September 2026 Payroll","2026-08-31T18:30:00.000Z","2026-09-29T18:30:00.000Z","0.00","0.00","0.00","Draft","Draft","","2026-09-05T16:15:37.183Z"
"3611","EMP-395314","Aarav Mishra","Engineering","September 2026 Payroll","2026-08-31T18:30:00.000Z","2026-09-29T18:30:00.000Z","0.00","0.00","0.00","Draft","Draft","","2026-09-05T16:15:37.028Z"
"3609","EMP-CAD3C8","Sanjay Subramaniam","Human Resources","September 2026 Payroll","2026-08-31T18:30:00.000Z","2026-09-29T18:30:00.000Z","0.00","0.00","0.00","Draft","Draft","","2026-09-05T16:15:36.766Z"
"3608","EMP-4230E9","Kavya Banerjee","Marketing & Sales","September 2026 Payroll","2026-08-31T18:30:00.000Z","2026-09-29T18:30:00.000Z","59200.00","4640.00","54560.00","Generated","Computed","2026-09-05T19:36:36.172Z","2026-09-05T16:15:36.765Z"
"3607","EMP-E8DBA7","Vihaan Trivedi","Marketing & Sales","September 2026 Payroll","2026-08-31T18:30:00.000Z","2026-09-29T18:30:00.000Z","0.00","0.00","0.00","Draft","Draft","","2026-09-05T16:15:36.504Z"
"3606","EMP-C923B6","Reyansh Subramaniam","Marketing & Sales","September 2026 Payroll","2026-08-31T18:30:00.000Z","2026-09-29T18:30:00.000Z","0.00","0.00","0.00","Draft","Draft","","2026-09-05T16:15:36.500Z"
"3604","EMP-E8DBA7","Vihaan Trivedi","Marketing & Sales","September 2026 Payroll","2026-08-31T18:30:00.000Z","2026-09-29T18:30:00.000Z","0.00","0.00","0.00","Draft","Draft","","2026-09-05T16:15:36.139Z"
"3603","EMP-18B74E","Isha Sharma","Engineering","September 2026 Payroll","2026-08-31T18:30:00.000Z","2026-09-29T18:30:00.000Z","0.00","0.00","0.00","Draft","Draft","","2026-09-05T16:15:36.106Z"
"3602","EMP-C7FBCE","Shreya Trivedi","Engineering","September 2026 Payroll","2026-08-31T18:30:00.000Z","2026-09-29T18:30:00.000Z","58400.00","4580.00","53820.00","Generated","Computed","2026-09-05T19:36:30.976Z","2026-09-05T16:15:36.103Z"
"3601","EMP-D8E3B9","Gaurav Rathore","Engineering","September 2026 Payroll","2026-08-31T18:30:00.000Z","2026-09-29T18:30:00.000Z","0.00","0.00","0.00","Draft","Draft","","2026-09-05T16:15:35.834Z"
"3600","EMP-AD155F","Karan Krishnan","Human Resources","September 2026 Payroll","2026-08-31T18:30:00.000Z","2026-09-29T18:30:00.000Z","0.00","0.00","0.00","Draft","Draft","","2026-09-05T16:15:35.771Z"
"3598","EMP-D8E3B9","Gaurav Rathore","Engineering","September 2026 Payroll","2026-08-31T18:30:00.000Z","2026-09-29T18:30:00.000Z","0.00","0.00","0.00","Draft","Draft","","2026-09-05T16:15:35.453Z"
"3597","EMP-665750","Dev Yadav","Marketing & Sales","September 2026 Payroll","2026-08-31T18:30:00.000Z","2026-09-29T18:30:00.000Z","0.00","0.00","0.00","Draft","Draft","","2026-09-05T16:15:35.451Z"
"3596","EMP-E5316F","Meera Joshi","Finance","September 2026 Payroll","2026-08-31T18:30:00.000Z","2026-09-29T18:30:00.000Z","57600.00","4520.00","53080.00","Generated","Computed","2026-09-05T19:36:03.501Z","2026-09-05T16:15:35.444Z"
"3595","EMP-5096E5","Ishaan Chopra","Marketing & Sales","September 2026 Payroll","2026-08-31T18:30:00.000Z","2026-09-29T18:30:00.000Z","0.00","0.00","0.00","Draft","Draft","","2026-09-05T16:15:35.278Z"
"3594","EMP-3E483C","Divya Shah","Marketing & Sales","September 2026 Payroll","2026-08-31T18:30:00.000Z","2026-09-29T18:30:00.000Z","0.00","0.00","0.00","Draft","Draft","","2026-09-05T16:15:35.193Z"
"3592","EMP-03D313","Vivaan Chopra","Finance","September 2026 Payroll","2026-08-31T18:30:00.000Z","2026-09-29T18:30:00.000Z","0.00","0.00","0.00","Draft","Draft","","2026-09-05T16:15:34.864Z"
"3591","EMP-5096E5","Ishaan Chopra","Marketing & Sales","September 2026 Payroll","2026-08-31T18:30:00.000Z","2026-09-29T18:30:00.000Z","0.00","0.00","0.00","Draft","Draft","","2026-09-05T16:15:34.862Z"
"3590","EMP-A771AB","Krishna Pandey","Marketing & Sales","September 2026 Payroll","2026-08-31T18:30:00.000Z","2026-09-29T18:30:00.000Z","56800.00","4460.00","52340.00","Generated","Computed","2026-09-05T19:35:36.022Z","2026-09-05T16:15:34.862Z"
"3589","EMP-7EF0F0","Shreya Das","Engineering","September 2026 Payroll","2026-08-31T18:30:00.000Z","2026-09-29T18:30:00.000Z","0.00","0.00","0.00","Draft","Draft","","2026-09-05T16:15:34.696Z"
"3588","EMP-86960E","Nisha Kapoor","Marketing & Sales","September 2026 Payroll","2026-08-31T18:30:00.000Z","2026-09-29T18:30:00.000Z","0.00","0.00","0.00","Draft","Draft","","2026-09-05T16:15:34.537Z"
"3586","EMP-E0044B","Vivaan Bansal","Marketing & Sales","September 2026 Payroll","2026-08-31T18:30:00.000Z","2026-09-29T18:30:00.000Z","0.00","0.00","0.00","Draft","Draft","","2026-09-05T16:15:34.277Z"
"3585","EMP-7EF0F0","Shreya Das","Engineering","September 2026 Payroll","2026-08-31T18:30:00.000Z","2026-09-29T18:30:00.000Z","0.00","0.00","0.00","Draft","Draft","","2026-09-05T16:15:34.276Z"
"3584","EMP-7E296F","Siddharth Kulkarni","Engineering","September 2026 Payroll","2026-08-31T18:30:00.000Z","2026-09-29T18:30:00.000Z","56000.00","4400.00","51600.00","Generated","Computed","2026-09-05T19:35:30.715Z","2026-09-05T16:15:34.276Z"
"3583","EMP-12A7C2","Siddharth Kaur","Finance","September 2026 Payroll","2026-08-31T18:30:00.000Z","2026-09-29T18:30:00.000Z","0.00","0.00","0.00","Draft","Draft","","2026-09-05T16:15:34.125Z"
"3582","EMP-CAD3C8","Sanjay Subramaniam","Human Resources","September 2026 Payroll","2026-08-31T18:30:00.000Z","2026-09-29T18:30:00.000Z","0.00","0.00","0.00","Draft","Draft","","2026-09-05T16:15:33.996Z"
"3581","EMP-EE0A11","Anjali Gupta","Marketing & Sales","September 2026 Payroll","2026-08-31T18:30:00.000Z","2026-09-29T18:30:00.000Z","0.00","0.00","0.00","Draft","Draft","","2026-09-05T16:15:33.615Z"
"3579","EMP-12A7C2","Siddharth Kaur","Finance","September 2026 Payroll","2026-08-31T18:30:00.000Z","2026-09-29T18:30:00.000Z","0.00","0.00","0.00","Draft","Draft","","2026-09-05T16:15:33.613Z"
"3578","EMP-6B6E3D","Krishna Sengupta","Finance","September 2026 Payroll","2026-08-31T18:30:00.000Z","2026-09-29T18:30:00.000Z","55200.00","4340.00","50860.00","Generated","Computed","2026-09-05T19:35:25.086Z","2026-09-05T16:15:33.612Z"
"3577","EMP-E8DBA7","Vihaan Trivedi","Marketing & Sales","September 2026 Payroll","2026-08-31T18:30:00.000Z","2026-09-29T18:30:00.000Z","0.00","0.00","0.00","Draft","Draft","","2026-09-05T16:15:33.303Z"
"3575","EMP-B16B1C","Divya Kumar","Engineering","September 2026 Payroll","2026-08-31T18:30:00.000Z","2026-09-29T18:30:00.000Z","0.00","0.00","0.00","Draft","Draft","","2026-09-05T16:15:32.895Z"
"3574","EMP-395314","Aarav Mishra","Engineering","September 2026 Payroll","2026-08-31T18:30:00.000Z","2026-09-29T18:30:00.000Z","0.00","0.00","0.00","Draft","Draft","","2026-09-05T16:15:32.895Z"
"3573","EMP-49902F","Anjali Sengupta","Finance","September 2026 Payroll","2026-08-31T18:30:00.000Z","2026-09-29T18:30:00.000Z","54400.00","4280.00","50120.00","Generated","Computed","2026-09-05T19:35:19.386Z","2026-09-05T16:15:32.893Z"
"3572","EMP-B16B1C","Divya Kumar","Engineering","September 2026 Payroll","2026-08-31T18:30:00.000Z","2026-09-29T18:30:00.000Z","0.00","0.00","0.00","Draft","Draft","","2026-09-05T16:15:32.599Z"
"3571","EMP-D8E3B9","Gaurav Rathore","Engineering","September 2026 Payroll","2026-08-31T18:30:00.000Z","2026-09-29T18:30:00.000Z","0.00","0.00","0.00","Draft","Draft","","2026-09-05T16:15:32.593Z"
"3570","EMP-C923B6","Reyansh Subramaniam","Marketing & Sales","September 2026 Payroll","2026-08-31T18:30:00.000Z","2026-09-29T18:30:00.000Z","0.00","0.00","0.00","Draft","Draft","","2026-09-05T16:15:32.122Z"
"3568","EMP-5AD2CA","Simran Chatterjee","Engineering","September 2026 Payroll","2026-08-31T18:30:00.000Z","2026-09-29T18:30:00.000Z","0.00","0.00","0.00","Draft","Draft","","2026-09-05T16:15:32.120Z"
"3567","EMP-04DC66","Deepak Bansal","Human Resources","September 2026 Payroll","2026-08-31T18:30:00.000Z","2026-09-29T18:30:00.000Z","53600.00","4220.00","49380.00","Generated","Computed","2026-09-05T19:35:13.679Z","2026-09-05T16:15:32.112Z"
"3566","EMP-5AD2CA","Simran Chatterjee","Engineering","September 2026 Payroll","2026-08-31T18:30:00.000Z","2026-09-29T18:30:00.000Z","0.00","0.00","0.00","Draft","Draft","","2026-09-05T16:15:31.865Z"
"3565","EMP-5096E5","Ishaan Chopra","Marketing & Sales","September 2026 Payroll","2026-08-31T18:30:00.000Z","2026-09-29T18:30:00.000Z","0.00","0.00","0.00","Draft","Draft","","2026-09-05T16:15:31.861Z"
"3563","EMP-AD155F","Karan Krishnan","Human Resources","September 2026 Payroll","2026-08-31T18:30:00.000Z","2026-09-29T18:30:00.000Z","0.00","0.00","0.00","Draft","Draft","","2026-09-05T16:15:31.535Z"
"3562","EMP-B465CB","Krishna Ghosh","Finance","September 2026 Payroll","2026-08-31T18:30:00.000Z","2026-09-29T18:30:00.000Z","0.00","0.00","0.00","Draft","Draft","","2026-09-05T16:15:31.535Z"
